DOI,Fig1,Date Published,Author,Cell Type,Salt Conc (M),Electrolyte Salt,Electrolyte Solvent,Proton Donor,Proton Conc (vol%),Alpha,FE%,Rate (nmol/s-cm2),EE%,Current Density (mA/cm2),Passed Charge (C),Applied Voltage (V vs Li+/Li),N2 Pressure (atm/bar),Working Electrode,SSC GDE size (um),Electrode Area (cm2),Other comments
,y,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,0.12,7.83,0.811536882952129,,3,7.2,,1,,,1,
,,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1.5,,4.99,0.517186340476516,,3,7.2,,1,,,1,
,,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,2,,4.56,0.472619180876335,,3,7.2,,1,,,1,
,,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,2.5,,3.51,0.363792395806127,,3,7.2,,1,,,1,
,,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,4,,1.76,0.182414420689112,,3,7.2,,1,,,1,
,,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,6,,0.7,0.0725511900468059,,3,7.2,,1,,,1,
,,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,9,,0.37,0.0383484861675974,,3,7.2,,1,,,1,
,,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,15,,0.3,0.0310933671629168,,3,7.2,,1,,,1,
,,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,,1.51,0.0156503281386681,,0.3,7.2,,1,,,1,
,,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,,1.72,0.0415960156268354,,0.7,7.2,,1,,,1,
,,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,,2.44,0.126446359795862,,1.5,7.2,,1,,,1,
,y,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,0.12,5.29,0.548279707639433,,3,7.2,,1,,,1,
,y,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,0.24,7.29,1.51113764411776,,6,7.2,,1,,,1,
,y,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,0.4,8.2,2.83295123039909,,10,7.2,,1,,,1,
,y,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,0.6,8.63,4.47226264359953,,15,7.2,,1,,,1,
,y,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,0.76,7.29,4.7852692063729,,19,7.2,,1,,,1,
,y,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,0.88,6.26,4.757976139641,,22,7.2,,1,,,1,
,y,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,1,5.91,5.10449444257884,,25,7.2,,1,,,1,
,y,2019-4-17,Lazouski and Manthiram 2,Compartment cell,1,LiBF4,THF,EtOH,1,0.6,15.94,8.2604712096149,,15,7.2,,1,,,1,
https://doi.org/10.1039/D0EE02246B,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,20.2,1.3957467037576,1.8,2,27.4,-1,10,Mo foil,,1.8,
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,21.3,1.47175271237806,2.2,2,21.4,,10,Mo foil,,1.8,
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,21.4,1.47866234952538,2.8,2,23.3,,10,Mo foil,,1.8,
,y,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,1,36.4,2.5151079216226,7.5,2,100,,10,Mo foil,,1.8,Pot cyc
,y,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,1,37.2,2.57038501880112,6.8,2,100,,10,Mo foil,,1.8,Pot cyc
,y,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,1,37.6,2.59802356739038,6.5,2,100,,10,Mo foil,,1.8,Pot cyc
,y,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,1,38.2,2.63948139027427,6.6,2,100,,10,Mo foil,,1.8,Pot cyc
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,5.1,0.352391494513057,0.7,2,73.2,,1,Mo foil,,1.8,
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,4.9,0.338572220218427,0.5,2,70,,1,Mo foil,,1.8,
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,3.5,0.24183730015602,0.5,2,72.1,,1,Mo foil,,1.8,
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,13.5,0.932801014887504,2.2,2,100,,1,Mo foil,,1.8,Pot cyc
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,13.9,0.960439563476764,2.6,2,100,,1,Mo foil,,1.8,Pot cyc
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,12.1,0.836066094825096,2.2,2,100,,1,Mo foil,,1.8,Pot cyc
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,24.9,1.7204996496814,3.1,2,12.8,,20,Mo foil,,1.8,
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,25.1,1.73431892397603,3.8,2,75.6,,20,Mo foil,,1.8,
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,24.2,1.67213218965019,2.3,2,75,,20,Mo foil,,1.8,
,y,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,1,43.5,3.00569215908196,7.1,2,100,,20,Mo foil,,1.8,Pot cyc
,y,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,1,39.8,2.75003558463131,6.5,2,100,,20,Mo foil,,1.8,Pot cyc
,y,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,1,39.4,2.72239703604205,7.3,2,100,,20,Mo foil,,1.8,Pot cyc
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,36.1,2.49437901018066,6.1,2,100,,10,Mo foil,,1.8,Pot cyc
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,33.8,2.33545735579242,5.6,2,100,,10,Mo foil,,1.8,Pot cyc
,,2020-9-30,Andersen and Chorkendorff 1,Autoclave,0.3,LiClO4,THF,EtOH,1,,33.1,2.28708989576121,5.3,2,178.3,,10,Mo foil,,1.8,Pot cyc
https://doi.org/10.1038/s41929-020-0455-8,,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,1,32.25,5.57089495002259,,5,7.2,,2,Steel cloth,37,1,
,,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,1,28.09,4.85229268670185,,5,7.2,,2,Steel cloth,37,1,
,,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,1,36.92,6.3775950869716,,5,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,33.81,11.6807415975357,,10,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,47.6,16.4449364106093,,10,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,44.81,15.4810420285589,,10,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,43.63,22.610060155301,2.8,15,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,40.84,21.1642185822254,2.8,15,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,37.58,19.4748122997069,2.8,15,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,36.14,24.9714286503959,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,45.07,31.141734622948,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,32.74,22.6221520203088,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,41.62,28.7579098071244,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,41.61,35.9387502124713,1.4,25,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,38.31,33.088524889204,1.4,25,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,28.94,24.9956123804115,1.4,25,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,32.15,27.7681042857715,1.4,25,7.2,,2,Steel cloth,37,1,
,,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0,2.32,1.60303581817704,,20,7.2,,2,Steel cloth,37,1,
,,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0,4.22,2.91586687616686,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.294117647058824,50.2,34.6863784795205,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.294117647058824,44.84,30.9828129685598,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,27.41,18.93931542079,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,43.63,30.1467468737347,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.588235294117647,40.84,28.2189581096338,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.882352941176471,37.58,25.9664163996092,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,0.882352941176471,38.21,26.40172353989,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,1,43.12,29.7943553792216,,20,7.2,,2,Steel cloth,37,1,
,y,2020-5-4,Lazouski and Manthiram 3,GDE cell,1,LiBF4,THF,EtOH,0.58,1,42.25,29.1932169474052,,20,7.2,,2,Steel cloth,37,1,
https://www.science.org/doi/10.1126/science.adf4403,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0,30,29.9,6.19794452114142,6.4,6,700,-3.71,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0,30,29.7,6.15648669825753,6.3,6,700,-3.56,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0,30,29.3,6.07357105248975,6.2,6,700,-3.61,1,Steel cloth,30,25,Pot cycling
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.491803278688525,60.3,12.4995335994926,12.9,6,700,-3.6,1,Steel cloth,30,25,Pot cycling
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.491803278688525,60.4,12.5202625109345,12.8,6,700,-3.65,1,Steel cloth,30,25,Pot cycling
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.491803278688525,61.1,12.6653648910281,13.2,6,700,-3.58,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.5,30,35.1,7.27584791612253,7.4,6,700,-3.8,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.5,30,35.5,7.35876356189031,7.5,6,700,-3.56,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.5,30,34.1,7.06855880170309,7.3,6,700,-3.67,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.75,30,20,4.14578228838891,4.2,6,700,-3.67,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.75,30,19.5,4.04213773117918,4,6,700,-3.74,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.75,30,18.8,3.89703535108557,3.9,6,700,-3.75,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,1,30,10.8,2.23872243573001,2.2,6,700,-3.86,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,1,30,11.8,2.44601155014946,2.5,6,700,-3.75,1,Steel cloth,30,25,Pot cycling
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,1,30,10.8,2.23872243573001,2.2,6,700,-3.7,1,Steel cloth,30,25,Pot cycling
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.0819672131147541,35.1,7.27584791612253,7.3,6,700,-3.85,1,Steel cloth,5,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.0819672131147541,34.5,7.15147444747087,7.2,6,700,-3.8,1,Steel cloth,5,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.0819672131147541,36.5,7.56605267630976,7.6,6,700,-3.7,1,Steel cloth,5,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.704918032786885,65.5,13.5774369944737,13.4,6,700,-3.7,1,Steel cloth,43,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.704918032786885,66.8,13.846912843219,14.1,6,700,-3.6,1,Steel cloth,43,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.704918032786885,68.8,14.2614910720578,14.6,6,700,-3.5,1,Steel cloth,43,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,1,60.1,12.4580757766087,12.9,6,700,-3.4,1,Steel cloth,61,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,1,53.6,11.1106965328823,11.3,6,700,-3.5,1,Steel cloth,61,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,1,55.9,11.587461496047,11.7,6,700,-3.58,1,Steel cloth,61,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0,30,14.5,3.00569215908196,3,6,700,-3.6,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0,30,16.6,3.44099929936279,3.5,6,700,-3.72,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0,30,15.8,3.27516800782724,3.3,6,700,-3.72,1,Steel cloth,30,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.491803278688525,45.2,9.36946797175893,9.5,6,700,-3.52,1,Steel cloth,30,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.491803278688525,43.2,8.95488974292004,9.1,6,700,-3.6,1,Steel cloth,30,25,
,y,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.25,0.491803278688525,45.8,9.4938414404106,9.6,6,700,-3.62,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.5,30,39.6,8.20864893101004,8.1,6,700,-3.6,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.5,30,37.1,7.69042614496142,7.7,6,700,-4.05,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.5,30,38.1,7.89771525938087,8,6,700,-3.58,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.75,30,22.9,4.7469207202053,4.7,6,700,-3.77,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.75,30,21.3,4.41525813713419,4.5,6,700,-3.7,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,0.75,30,21.5,4.45671596001808,4.3,6,700,-3.84,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,1,30,13.4,2.77767413322057,2.7,6,700,-3.87,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,1,30,14.2,2.94350542475612,3,6,700,-3.79,1,Steel cloth,30,25,
,,2023-2-16,Fu and Chorkendorff,GDE cell,1,LiBF4,THF,EtOH,1,30,14.6,3.0264210705239,3,6,700,-3.87,1,Steel cloth,30,25,
https://pubs.acs.org/doi/10.1021/acsenergylett.2c02792,,2023-1-30,Westhead and Stephens,Glass cell,0.6,LiClO4,THF,EtOH,1,54.7,7.1,0.490584237459354,,2,10,,1,Mo foil,,1,
"We propose that controlled traces of water in the electrolyte controls the properties of the SEI, by forming compounds with low lithium diffusivity such as Li2O, and thus suppressing excessive lithium plating, (20) while still allowing transport of N2 and protons at rates favorable for N2 reduction.",,2023-1-30,Westhead and Stephens,Glass cell,0.6,LiClO4,THF,EtOH,1,38.8,11,0.760060086204633,,2,10,,1,Mo foil,,1,
,y,2023-1-30,Westhead and Stephens,Glass cell,0.6,LiClO4,THF,EtOH,1,0.502742230347349,15.9,1.09863230642306,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.6,LiClO4,THF,EtOH,1,17.7,11.9,0.822246820530467,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.6,LiClO4,THF,EtOH,1,3,8,0.552770971785188,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.2,LiClO4,THF,EtOH,1,55.8,3.3,0.22801802586139,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.2,LiClO4,THF,EtOH,1,41.7,6.1,0.421487865986206,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.2,LiClO4,THF,EtOH,1,26.8,10.7,0.739331174762689,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.2,LiClO4,THF,EtOH,1,15,13.9,0.960439563476764,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.2,LiClO4,THF,EtOH,1,2.1,4.5,0.310933671629168,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,1,LiClO4,THF,EtOH,1,54.7,8.1,0.559680608932503,,2,10,,1,Mo foil,,1,
,y,2023-1-30,Westhead and Stephens,Glass cell,1,LiClO4,THF,EtOH,1,0.786106032906764,21.5,1.48557198667269,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,1,LiClO4,THF,EtOH,1,30.8,6,0.414578228838891,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,1,LiClO4,THF,EtOH,1,18.5,2.8,0.193469840124816,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,1,LiClO4,THF,EtOH,1,3.7,2.7,0.186560202977501,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.6,LiClO4,THF,EtOH,1,24.5,12.1,0.836066094825096,,2,10,,1,Mo foil,,1,
,y,2023-1-30,Westhead and Stephens,Glass cell,0.2,LiClO4,THF,EtOH,1,0.383912248628885,14.6,1.00880702350797,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.2,LiClO4,THF,EtOH,1,13.6,9.2,0.635686617552966,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.6,LiClO4,THF,EtOH,1,35.1,12.5,0.863704643414356,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.8,LiClO4,THF,EtOH,1,50.1,3.5,0.24183730015602,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.8,LiClO4,THF,EtOH,1,42.6,16.3,1.12627085501232,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.8,LiClO4,THF,EtOH,1,27.5,14,0.967349200624078,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.8,LiClO4,THF,EtOH,1,13.9,10.2,0.704782989026114,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.8,LiClO4,THF,EtOH,1,2.9,1.4,0.0967349200624078,,2,10,,1,Mo foil,,1,
,y,2023-1-30,Westhead and Stephens,Glass cell,1,LiClO4,THF,EtOH,1,0.654478976234004,19.9,1.37501779231565,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,1,LiClO4,THF,EtOH,1,46.9,15.5,1.0709937578338,,2,10,,1,Mo foil,,1,
,y,2023-1-30,Westhead and Stephens,Glass cell,0.8,LiClO4,THF,EtOH,1,0.656307129798903,27.9,1.92778876410084,,2,10,,1,Mo foil,,1,
,,2023-1-30,Westhead and Stephens,Glass cell,0.8,LiClO4,THF,EtOH,1,32.9,22,1.52012017240927,,2,10,,1,Mo foil,,1,
https://pubs.rsc.org/en/content/articlelanding/2023/TA/D2TA07686A,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.2,LiClO4,THF,EtOH,1,0.142857142857143,4.7,0.324752945923798,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.2,LiClO4,THF,EtOH,1,0.142857142857143,6.9,0.476764963164724,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.2,LiClO4,THF,EtOH,1,0.142857142857143,6.7,0.462945688870095,,2,10,,1,Cu foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.2,LiClO4,THF,EtOH,1,0.333333333333333,6.9,0.476764963164724,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.6,LiClO4,THF,EtOH,1,0.43,7.4,0.511313148901299,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.6,LiClO4,THF,EtOH,1,0.428571428571429,7,0.483674600312039,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.6,LiClO4,THF,EtOH,1,0.428571428571429,8.9,0.614957706111021,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.6,LiClO4,THF,EtOH,1,0.428571428571429,5.3,0.366210768807687,,2,10,,1,Cu foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,1,LiClO4,THF,EtOH,1,0.714285714285714,3.05,0.210743932993103,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,1,LiClO4,THF,EtOH,1,0.714285714285714,0.742,0.0512695076330762,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,1,LiClO4,THF,EtOH,1,0.714285714285714,5.99,0.413887265124159,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,1,LiClO4,THF,EtOH,1,0.714285714285714,4.49,0.310242707914437,,2,10,,1,Cu foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,1.4,LiClO4,THF,EtOH,1,1,3.6,0.248746937303334,,2,10,,1,Mo foil,,1,
,,2022-11-28,Westhead and Stephens 2,Glass cell,1.4,LiClO4,THF,EtOH,1,1,0,0,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,1.4,LiClO4,THF,EtOH,1,1,5.2,0.359301131660372,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.6,LiClO4,THF,EtOH,1,0.43,6,0.414578228838891,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.6,LiClO4,THF,EtOH,1,0.43,5,0.345481857365742,,2,10,,1,Mo foil,,1,
,y,2022-11-28,Westhead and Stephens 2,Glass cell,0.6,LiClO4,THF,EtOH,1,0.43,3.9,0.269475848745279,,2,10,,1,Mo foil,,1,
,y,2019-5-22,Andersen and Chorkendorff 2,Glass cell,0.2,LiClO4,THF,EtOH,1,1,6.5,0.449126414575465,,2,20,,1,Mo foil,,,
,y,2019-5-22,Andersen and Chorkendorff 2,Glass cell,0.2,LiClO4,THF,EtOH,1,1,7.5,0.518222786048613,,2,20,,1,Mo foil,,,
,y,2019-5-22,Andersen and Chorkendorff 2,Glass cell,0.2,LiClO4,THF,EtOH,1,1,5.7,0.393849317396946,,2,20,,1,Mo foil,,,
